class_name,class_desc,prereq,coreq
PHYS 294,"Introduction to experimental physics through select, classic experiments in physics from the 19th through 21st centuries performed using contemporary instrumentation when possible. Introduction to the statistical treatment of uncertainties, and analysis and graphing of experimental data with open-source scientific software. Skill development in written and oral presentation of laboratory results. Prerequisites: MATH 100 or 114 or 117 or 134 or 144 or 154; one of PHYS 124PHYS 144, or EN PH 131; and one of PHYS 126, PHYS 146, PHYS 181 or PHYS 130. Note: PHYS 294 will not count towards degree credit for Honors programs offered by the physics department (including physics, geophysics, astrophysics and mathematical physics). Students enrolled in those Honors programs are required to take PHYS 295 instead.","[['MATH 100', 'MATH 114', 'MATH 117', 'MATH 134', 'MATH 144', 'MATH 154']]",
PHYS 295,"Contemporary methods of experimental physics with measurements from classical and modern physics. Analysis and graphing of experimental data using programming techniques. Estimation and statistical treatment of experimental uncertainties consistent with standard practice in physics. Planning and record keeping for experimental work, written presentation of laboratory results. Prerequisites: MATH 101 or 115 or 118 or 146, one of PHYS 124, PHYS 144, or EN PH 131; and one of PHYS 126, PHYS 146, PHYS 181, or PHYS 130. Note: To proceed to PHYS 295 after taking PHYS 126 a minimum grade of B+ in PHYS 126 and some experience of computer programming are strongly recommended.","[['PHYS 124', 'PHYS 144', 'EN PH 131']]",
PHYS 297,"Contemporary methods of experimental physics with measurements from classical and modern physics. This is a continuation of Experimental Physics I with application of more advanced techniques and more in-depth exploration of the selected physics topics. Prerequisite: PHYS 295. Corequisites: PHYS 271, and MATH 101 or 115 or 118 or 146.",['PHYS 295'],"['PHYS 271', ['MATH 101', 'MATH 115', 'MATH 118', 'MATH 146']]"
PHYS 301,"Relativity; properties and structure of the nucleus; radioactivity, carbon dating, tracer techniques; nuclear fission; fusion; nuclear reactors; elementary particles and particle accelerators; standard model; astrophysics; cosmology. Prerequisite: PHYS 208 or 271; MATH 101 or 115 or 118 or 136 or 146 or 156 or SCI 100. Note: This course is not available for credit toward Honors Physics and Mathematical Physics degree programs. Offered alternate years only. Consult Department for course scheduling.","[['PHYS 208', 'PHYS 271']]",
PHYS 308,Classical and quantum statistics; fermions; bosons; molecular structure and spectra; molecular bonding; vibrational and rotational states; absorption; stimulated emission; population inversion; lasers; solid state physics; crystal structure; free-electron gas in metals; band theory of solids; semiconductors; semiconductor devices; superconductivity. Prerequisites: PHYS 208 or 271; MATH 101 or 115 or 118 or 136 or 146 or 156 or SCI 100. Note: Not available for credit towards Honours Physics and Mathematical Physics degree programs. Offered alternate years only. Consult Department for course scheduling.,"[['PHYS 208', 'PHYS 271']]",
PHYS 310,"Temperature: heat, work, and the first law of thermodynamics; entropy and the second law, enthalpy, Helmholtz and Gibbs free energy; thermodynamic equilibrium criteria; Maxwell's relations, phase transitions; elementary kinetic theory of gases. Prerequisites: one of PHYS 124, PHYS 144, or EN PH 131, and one of PHYS 126, PHYS 146, PHYS 181, or PHYS 130. Corequisite: MATH 209 or 215 or 315 or 317 or MA PH 351 or equivalent.","[['PHYS 124', 'PHYS 144', 'EN PH 131'], ['PHYS 126', 'PHYS 146', 'PHYS 181', 'PHYS 130']]","[['MATH 209', 'MATH 215', 'MATH 315', 'MATH 317', 'MA PH 351']]"
PHYS 311,"Quantum states, probability distributions, temperature and entropy; canonical ensemble and the partition function; ideal gases, paramagnets; blackbody radiation. Debye model for phonons; quantum statistics; Fermi-Dirac distribution and electrons in metals; Bose-Einstein distribution. Prerequisites: PHYS 310 (or CH E 243 for Engineering Physics Program students), PHYS 271 and MATH 209 or 215 or 317 or MA PH 351 equivalent.","[['PHYS 310 (', 'CH E 243 F', 'ENGINEERING PHYSICS PROGRAM STUDENTS)'], 'PHYS 271', ['MATH 209', 'MATH 215', 'MATH 317', 'MA PH 351 EQUIVALENT']]",
PHYS 362,"Electromagnetic waves; polarization and birefringence; dispersion of light in materials; Fresnel equations for reflection and transmission; multiple-beam interference; Fraunhofer and Fresnel diffraction; Fourier optics; coherence theory; optical imaging and instruments; introduction to laser physics, quantum optics, and selected current topics. Prerequisite: PHYS 181 or 230 or 281, and MATH 209 or 215 or 315 or 317 or MA PH 351.","[['PHYS 181', 'PHYS 230', 'PHYS 281'], ['MATH 209', 'MATH 215', 'MATH 315', 'MATH 317', 'MA PH 351']]",
PHYS 364,"Calculation of pollutant concentrations using principles of materials balance; vertical variation of pressure and temperature in the atmosphere; atmospheric stability and the dispersal of air pollutants; water vapour and humidity; blackbody radiation and Earth's global energy balance; molecular absorption of electromagnetic radiation; the ozone problem; the radon problem. Prerequisites: PHYS 261, and MATH 101 or 115 or 118 or 136 or 146 or 156 or SCI 100. Offered alternate years only. Consult Department for course scheduling.","['PHYS 261', ['MATH 101', 'MATH 115', 'MATH 118', 'MATH 136', 'MATH 146', 'MATH 156', 'SCI 100']]",
PHYS 372,"Origins of quantum mechanics; wave functions; Schrodinger equation and its application to one dimensional systems, postulates and physical interpretation of quantum mechanics; orbital angular momentum, central potentials and three-dimensional systems. Prerequisites: PHYS 244, PHYS 271, MATH 334 or 201 or MA PH 251.","['PHYS 244', 'PHYS 271', ['MATH 334', 'MATH 201', 'MA PH 251']]",
PHYS 381,"Review of scalar and vector fields; Gauss and Stokes theorems; curvilinear coordinates; Dirac delta function; electrostatic field and potential; electrostatic energy; conductors, capacitors; Laplace's equation; boundary value problems; methods of images; multipoles; electrostatic field in matter; polarization; displacement; linear dielectrics; magnetostatic field; Biot-Savart and Ampere's law; vector potential; magnetostatic field in matter; magnetization; linear and nonlinear magnetic media. Prerequisites: PHYS 181 or 230 or 281; MA PH 251 or MATH 201 or 337; MA PH 351 or MATH 209 or 315 or 317.","[['PHYS 181', 'PHYS 230', 'PHYS 281']]",
PHYS 397,"Projects from core physics topics including classical and quantum optics, particle physics, solid state physics and surface science. Students master the fundamental skills for work in research labs and related settings through design and execution of experimental projects. Prerequisite: PHYS 292 or 297, and PHYS 381. Corequisite MATH 337 or ECE 341 or equivalent.","[['PHYS 292', 'PHYS 297'], 'PHYS 381']",
PHYS 415,"Lattice structure and binding; lattice vibrations; electrons in solids, band structure of metals, Fermi surface; semiconductors and junctions; paramagnetism and diamagnetism; introduction to lattice defects. Prerequisites: PHYS 311 and 372, and MATH 337 or ECE 341 or equivalent.","['PHYS 311', 'PHYS 372', ['MATH 337', 'ECE 341']]",
PHYS 420,"Basic principles; computational methods selected from finite-differences, matrix manipulation, variational techniques, discrete transforms, stochastic methods, lattice techniques; as applied to topics selected from nonlinear mechanics, chaotic systems; electrodynamics; wave propagation; statistical physics; quantum mechanics; condensed matter. Prerequisites: PHYS 234, 244, PHYS 381, MATH 337 or ECE 341 or equivalent. Recommended pre- or corequisites: MA PH 343, PHYS 311, PHYS 372, PHYS 472, and PHYS 481. Familiarity with a programming language strongly recommended.","['PHYS 234', 'PHYS 244', 'PHYS 381', ['MATH 337', 'ECE 341']]","['MA PH 343', 'PHYS 311', 'PHYS 372', 'PHYS 472', 'PHYS 481']"
PHYS 458,"Special Relativity: space-time; Lorentz transformations; definitions of scalars, vectors and tensors; motion of a relativistic particle; energymomentum tensor and equations of motion; transformation of electromagnetic fields. General Relativity: geometry of curved space-time; equivalence principle; gravity as curvature; Einstein equations; black hole and cosmological solutions; gravitational waves. Prerequisites: MATH 337 or ECE 341, PHYS 244. Corequisite: PHYS 481.","[['MATH 337', 'ECE 341'], 'PHYS 244']",['PHYS 481']
PHYS 467,"Cartesian tensors; stress; strain and deformation; Eulerian and Lagrangian descriptions of motions; conservation principles, Cauchy's equation of motion; constitutive relations, elasticity, plasticity, linear and nonlinear viscous fluid flow; elastic wave equation and Navier-Stokes equation; similarity, scaling and nondimensionalisation of governing equations. Applications from geophysics, materials science, oceanography, and atmospheric physics. Pre- or corequisites: MATH 337 or ECE 341, PHYS 381.",,"[['MATH 337', 'ECE 341'], 'PHYS 381']"
PHYS 472,"Review of the postulates of quantum mechanics; quantization of angular momentum; matrix representations, spin and parity; approximation methods; perturbation theory; variational and other methods; applications; scattering theory; systems of identical particles. Prerequisites: PHYS 372, and MATH 337 or ECE 341 or equivalent, and MATH 311 or 411 or MA PH 351.","['PHYS 372', ['MATH 337', 'ECE 341'], ['MATH 311', 'MATH 411', 'MA PH 351']]",
PHYS 481,"Electromotive force; Faraday's law; inductance; Maxwell's equations in free space and in matter; electromagnetic potentials; gauges; energy and momentum conservation laws; plane waves in vacuum, in nonconducting and in conducting media; reflection and refraction of electromagnetic waves; dispersion, wave guides; dipole radiation; radiation due to moving charge; radiation reaction. Prerequisite: PHYS 381, MATH 337 or ECE 341 or equivalent.","['PHYS 381', ['MATH 337', 'ECE 341']]",
PHYS 485,"Particles and forces; relativistic kinematics; symmetries and conservation laws; bound states, heavy flavours, and the quark model; Dirac equation and the electrodynamics of leptons; electrodynamics of quarks and the parton model; quantum chromodynamics and the strong interactions; weak interactions and electroweak unification. Prerequisites: PHYS 372; MATH 225 or 227, MATH 337 or equivalent. Recommended: PHYS 458 and PHYS 472.",['PHYS 372'],
PHYS 495,The course covers specialized topics of interest to advanced undergraduate students. Consult the Department for details about current offerings. Prerequisites depend on the subject. Credit for this course may be obtained more than once.,,
PHYS 499,Undergraduate physics research project under the direction of a faculty member. Projects must involve a strong physics connection and involve some original research component. Prerequisites: A 300-level PHYS course and consent of the department. This course may be repeated but a student may obtain at most 6 units in PHYS 499 and MA PH 499.,"['A 300-LEVEL PHYS COURSE', 'CONSENT OF THE DEPARTMENT']",
PHYS 511,Principles of quantum mechanics; central force problems; angular momentum; approximation methods for stationary states; time-dependent perturbation theory; scattering theory; identical particles and second quantization; quantum statistical mechanics.,,
PHYS 512,Time-dependent scattering theory; relativistic quantum mechanics; Klein-Gordon and Dirac equations; introduction to quantum field theory.,,
PHYS 524,"Wave guides, radiating systems; special relativity, dynamics of relativistic particles and electromagnetic fields; radiation by moving charges; multiple fields. Additional special topics will be discussed.",,
PHYS 530,"Fundamentals of classical and quantum statistical mechanics, with selected applications.",,
PHYS 541,Crystal structure and symmetries; electrons and band structure; semiconductors and heterostructures; lattice vibrations and thermal properties.,,
PHYS 543,Dielectric and optical properties of solids; magnetism; electronic transport; disordered systems; electron-phonon interaction and superconductivity; strongly correlated electronic systems.,,
PHYS 574,"This course teaches the principles for designing physics experiments and analyzing data to obtain robust results. It explores the choice of experimental methods and conditions used for data collection and examines important techniques used for data analysis. Topics include: experimental and numerical noise/background sources, characteristics, and mitigation; sampling, replicates, and controls; probability distributions; parameter estimation; error estimation and confidence levels; model selection, model fitting, and hypothesis testing; non-parametric analyses; applications of frequentist and Bayesian statistics; modes of failure in measurements and analysis.",,
PHYS 580,"Basic principles; computational methods selected from finite-differences, matrix manipulation, variational techniques, discrete transforms, stochastic methods, lattice techniques; as applied to topics selected from nonlinear mechanics, chaotic systems; electrodynamics; wave propagation; statistical physics; quantum mechanics; condensed matter. Prerequisite: Consent of Instructor.",,
PHYS 590,Field theory and symmetries; gauge theories; spontaneous symmetry breaking; electroweak interactions of quarks and leptons; quantum chromodynamics; unified theories.,,
PHYS 595,This course covers specialized topics of interest to junior graduate students. Consult the Department for details about current offerings. Prerequisite: Consent of Instructor. Credit for this course may be obtained more than once.,,
PHYS 597,"Projects from core physics topics including classical and quantum optics, particle physics, solid state physics and surface science, chosen to support the students research capabilities. Students master the advanced skills for work in research labs through design and execution of experimental projects. Prerequisite: Consent of department. Recommended corequisite: PHYS 574",['CONSENT OF DEPARTMENT'],['PHYS 574']
PLAN 210,Not available to students with credit in HGP 210.,,
PLAN 211,Prerequisites: HGEO 100 or HGP 100. Not available for students with credit in HGP 211.,"[['HGEO 100', 'HGP 100']]",
PLAN 310,"The development and interpretation of plans, zoning, policy, and bylaws. Prerequisites: PLAN 210 or HGP 210 and PLAN 211 or HGP 211. Not available for students with credit in HGP 310. Restricted to Planning Major and Planning Specialization students.","[['PLAN 210', 'HGP 210'], ['PLAN 211', 'HGP 211']]",
PLAN 315,"Planning in the community context, including methods of public consultation and community-based development are examined. Prerequisites: PLAN 210 or HGP 210. Not available for students with credit in HGP 315.","[['PLAN 210', 'HGP 210']]",
PLAN 316,Includes an introduction to the legal basis for planning in Alberta and other provinces. Prerequisites: PLAN 210 or HGP 210. Not available for students with credit in HGP 316. Restricted to Planning Major and Planning Specialization students.,"[['PLAN 210', 'HGP 210']]",
PLAN 317,Historical and contemporary planning theory and its influence on the practice of planning. Prerequisites: PLAN 210 or HGP 210. Not available for students with credit in HGP 317. Restricted to Planning Major and Planning Specialization students.,"[['PLAN 210', 'HGP 210']]",
PLAN 355,"Introduction to issues in policy making, planning and management related to human interaction with the physical environment. Prerequisites: PLAN 210 or HGP 210. Not available to students with credit in HGP 355.","[['PLAN 210', 'HGP 210']]",
PLAN 399,Collection and analysis of data for social research in urban and regional planning. Research design and sampling procedures. Both qualitative and quantitative methods are explored. Fieldwork required. Prerequisites: PLAN 210 or HGP 210. Not available for students with credit in HGP 399.. Restricted to Planning Major and Planning Specialization students.,"[['PLAN 210', 'HGP 210']]",
PLAN 410,The professional practice of planning is covered including the role of planners in society and professional ethics for planners. Prerequisite: PLAN 310 or HGP 310. Not available for students with credit in HGP 410. Restricted to Planning Major and Planning Specialization students.,"[['PLAN 310', 'HGP 310']]",
PLAN 412,An introduction to municipal finances and the development process as it relates to the Planning profession. Prerequisite: ECON 101. Not available for students with credit in HGP 412. Restricted to Planning Major and Planning Specialization students.,['ECON 101'],
PLAN 470,The application of spatial analytic tools for the purposes of urban and regional planning. Prerequisite: EAS 221. Not available for students with credit in HGP 470 or HGEO 470.,['EAS 221'],
PLAN 485,Exploring planning theories in the context of contemporary events phenomena. Prerequisite or Corequisite: PLAN 310 or HGP 310. Variable content course which may be repeated if topic(s) vary.,,"[['PLAN 310', 'HGP 310']]"
PLAN 495,"Practical study of community planning processes, development or redevelopment projects, or other relevant case studies. Field Work Required. Prerequisites: PLAN 310 or HGP 310. Restricted to Planning Major and Planning Specialization students. Not available for students with credit in HGP 495. Restricted to Planning Major and Planning Specialization students.","[['PLAN 310', 'HGP 310']]",
PLAN 499,"Intensive field or practical study in Urban and Regional Planning, typically as part of a team working off-campus. Details and areas of study may vary from year to year; consult the department about current offerings, fees and timing. Prerequisite: PLAN 210 or HGP 210 and Consent of Instructor. Topics vary; may be taken more than once for credit provided no topic is repeated. This course may require the payment of additional fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.","[['PLAN 210', 'HGP 210']]",
PLAN 499A,"Intensive field or practical study in Urban and Regional Planning, typically as part of a team working off-campus. Details and areas of study may vary from year to year; consult the department about current offerings, fees and timing. Prerequisite: PLAN 210 or HGP 210 and Consent of Instructor. Topics vary; may be taken more than once for credit provided no topic is repeated. This course may require the payment of additional fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.","[['PLAN 210', 'HGP 210']]",
PLAN 499B,"Intensive field or practical study in Urban and Regional Planning, typically as part of a team working off-campus. Details and areas of study may vary from year to year; consult the department about current offerings, fees and timing. Prerequisite: PLAN 210 or HGP 210 and Consent of Instructor. Topics vary; may be taken more than once for credit provided no topic is repeated. This course may require the payment of additional fees. Refer to the Tuition and Fees page in the University Regulations section of the Calendar.","[['PLAN 210', 'HGP 210']]",
PLAN 500,The role of adaptive and resilience oriented planning to contribute to the development of regions that can sustain themselves and prosper through change and uncertainty. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 501,The practice of planning for and in northern regions and resource communities. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 503,Supervised development of a literature review and project proposal examining resilience in northern and resource communities. Course is pass/fail. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 505,Completion of major project including development of major outputs identified by committee. Course is pass/fail. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 505A,Completion of major project including development of major outputs identified by committee. Course is pass/fail. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 505B,Completion of major project including development of major outputs identified by committee. Course is pass/fail. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 506,Internship with employer followed by reflective exercises on experience in workplace. Course is pass/fail. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 510,"The development and interpretation of plans, zoning, policy, and bylaws. The introduction of design fundamentals for planners. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.",,
PLAN 511,The professional practice of planning is covered including the role of planners in society and professional ethics for planners. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 512,An introduction to municipal finances and the development process as it relates to the planning profession. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 515,"Planning in the community context, including methods of public consultation and community-based development. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.",,
PLAN 516,Includes an introduction to the legal basis for planning in Alberta and other provinces. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 517,An examination of planning theories and theories from other disciplines and their influence on the practice of planning. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 520,Prerequisite: Consent of Instructor. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 520A,Prerequisite: Consent of Instructor. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 520B,Prerequisite: Consent of Instructor. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 555,"Issues in policy making, planning and management related to human interaction with the physical environment. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.",,
PLAN 570,The application of spatial analytic tools to planning topics. Assignments impart technical aspects through hands-on experience with commercial and in-house spatial analysis software. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar. Prerequisite: consent of Department.,['CONSENT OF DEPARTMENT'],
PLAN 585,Exploring planning theories in the context of contemporary events phenomena. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar. Prerequisite: consent of Department. Variable content course which may be repeated if topic(s) vary.,['CONSENT OF DEPARTMENT'],
PLAN 595,"Practical study of community planning processes, development or redevelopment projects, or other relevant case studies relating to resilience in northern and resource communities. Fieldwork required. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.",,
PLAN 598,Collection and analysis of data for social research in planning in northern and resource communities. Research design and sampling procedures. Both qualitative and quantitative methods are explored. Fieldwork may be required. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.,,
PLAN 599,"Intensive field or practical study in Planning, typically as part of a team working off-campus. Details and areas of study may vary from year to year; consult the department about current offerings, fees and timing. Sections offered at an increased rate of fee assessment; refer to the Tuition and Fees page in the University Regulations sections of the Calendar.",,
PMCOL 200,"Using examples of commonly used drugs (both therapeutic and illicit), we will explore what drugs do to the human body and in turn, what the body does to drugs. Recommended for students with an interest in pursuing medical science degrees and programs. Prerequisites: CHEM 101 and BIOL 107 or equivalent. Open to 2nd and 3rd year students only.","['CHEM 101', 'BIOL 107']",
PMCOL 300,Lecture topics present principles of pharmacology including practical application of commonly used drugs to the treatment of disease. This course is available only to students registered in the Bachelor of Science (Dental Hygiene) program.,,
PMCOL 301,"This course is designed to introduce students to pharmacological research. The student will carry out an individual research project in a laboratory under the supervision of a member of the Department of Pharmacology. Supervision by Professors from other Departments may be possible, provided that a sponsor from the Department of Pharmacology is identified and the project is relevant to the discipline of Pharmacology. Students must secure a supervisor before registration. There may be a limited number of spaces available. The course offers formal opportunity to gain hands-on experience and develop skills within a research laboratory setting. Students will have a chance to become familiar with good lab practices, develop critical thinking, evaluation and troubleshooting skills, while applying their knowledge to practical research questions. Completion of this course requires a written report of the project and a presentation to an examining committee. Restricted to Pharmacology Honors or Specialization students in the third year of their program. Registration must be approved by the Department of Pharmacology. Please contact the course coordinator for registration in the course.",,
PMCOL 302,"This course is designed to introduce students to pharmacological research. The student will carry out an individual research project in a laboratory under the supervision of a member of the Department of Pharmacology. Supervision by Professors from other Departments may be possible, provided that a sponsor from the Department of Pharmacology is identified and the project is relevant to the discipline of Pharmacology. Students must secure a supervisor before registration. There may be a limited number of spaces available. The course offers formal opportunity to gain hands-on experience and develop skills within a research laboratory setting. Students will have a chance to become familiar with good lab practices, develop critical thinking, evaluation and troubleshooting skills, while applying their knowledge to practical research questions. Completion of this course requires a written report of the project and a presentation to an examining committee. Restricted to Pharmacology Honors or Specialization students in the third year of their program. Registration must be approved by the Department of Pharmacology. Please contact the course coordinator for registration in the course.",,
PMCOL 303,"The adverse effects of xenobiotics on biological systems are discussed. Principles of toxicology are introduced. Responses of target organs to selected toxicants are described, with emphasis on molecular mechanisms. Special topics include chemical carcinogenesis, nanotoxicology, and endocrine disruptors. Prerequisites: PMCOL 200,  BIOCH 200, PHYSL 210, or 212 and 214, or consent of Department.","['PMCOL 200', 'BIOCH 200', 'PHYSL 210', ['212'], ' 214']",
PMCOL 305,"An introduction to the complexities of drug abuse and the drugs of abuse. The student will be introduced to the psychological and social problems of drug abuse and their impact upon the abuser. Objectives of the course are to develop an understanding of addiction and a detailed knowledge of the nature of the commonly abused substances. Emphasis will be placed upon the pharmacology of drugs of abuse. Prerequisites: one of the following BIOCH 200, BIOL 201, CELL 201, PHYSL 210, PHSYL 212 and 214, PMCOL 200, PSYCH 275, ZOOL 241 and 242.","[['FOLLOWING BIOCH 200', 'BIOL 201', 'CELL 201', 'PHYSL 210', 'PHSYL 212'], '214, PMCOL 200, PSYCH 275, ZOOL 241', '214, PMCOL 200, PSYCH 275, ZOOL 242']",
PMCOL 306,"Study of factors that affect drug absorption, distribution, metabolism, and elimination (ADME). This includes an introduction to genetic factors that influence ADME of drugs, as well as practical exercises to illustrate pharmacokinetic principles and their relevance to therapeutic dosing. Drug-drug interactions and food-drug interactions will also be discussed. Prerequisites: PMCOL 200, BIOCH 200, PHYSL 210, or 212 and 214, or consent of Department.","['PMCOL 200', 'BIOCH 200', 'PHYSL 210', ['212'], ' 214']",
PMCOL 337,"Provides a hands-on experience in addressing basic pharmacological questions. The course will employ both in vitro techniques and behavioural models. Emphasis will be placed on experimental design and data collection, analysis and presentation. Normally restricted to third year Pharmacology Specialization or Honors students. Students not in these programs may be admitted via consent of the instructor if space is available.",,
PMCOL 343,"This course, together with the subsequent PMCOL 344, provides a comprehensive study of the modern science of pharmacology. The objective of the course is to study how drugs act on physiological systems with an emphasis on therapeutic applications. This course may be especially useful to those students who wish to pursue a career in health sciences. Prerequisite: a 200-level PMCOL course or consent of instructor. Pre or corequisite: PHYSL 210, or 212 and 214, or consent of instructor. In the case of over subscription, preference will be given to students in the Pharmacology Specialization or Honors Programs.",['A 200-LEVEL PMCOL COURSE'],"['PHYSL 210', ['212'], ' 214']"
PMCOL 344,"A continuation of PMCOL 343, this course will examine the therapeutic application of a variety of drugs and the mechanism(s) by which they affect physiological systems. Pre or co-requisite: PHYSL 210, or 212 and 214, or consent of instructor. In the case of over subscription, preference will be given to students in the Pharmacology Specialization or Honors Programs.",,"['PHYSL 210', ['212'], ' 214']"
PMCOL 371,"Lectures presented by the Faculty of Medicine and Dentistry and the Faculty of Science on nerve cell membranes, ion channels, neurotransmitters and their receptors, synaptic mechanisms and plasticity, gene regulation and development, the physiology of small neural networks and disorders involving basic mechanisms. Prerequisite: PHYSL 210, or 212 and 214, or 252, or ZOOL 242. Students who have taken ZOOL 342 may not receive credit in PMCOL 371.","['PHYSL 210', ['212'], ' 214', ['252'], ['ZOOL 242']]",
PMCOL 401,"The student will carry out an individual research project in a laboratory under the supervision of a member of the Department of Pharmacology. Supervision by Professors from other Departments may be possible, provided that a sponsor from the Department of Pharmacology is identified and the project is relevant to the discipline of Pharmacology. Students must secure a supervisor before registration. The course offers formal opportunity to gain hands-on experience and develop skills within a research laboratory setting. Students will have a chance to become familiar with good lab practices, develop critical thinking, evaluation and troubleshooting skills, while applying their knowledge to practical research questions. Completion of this course requires a written report of the project and a presentation to an examining committee. Restricted to Pharmacology Specialization students or Honor students in Stream B in the fourth year of their program. Registration must be approved by the Department of Pharmacology. Please contact the course coordinator for registration in the course.",,
PMCOL 402,"The student will carry out an individual research project in a laboratory under the supervision of a member of the Department of Pharmacology. Supervision by Professors from other Departments may be possible, provided that a sponsor from the Department of Pharmacology is identified and the project is relevant to the discipline of Pharmacology. Students must secure a supervisor before registration. The course offers formal opportunity to gain hands-on experience and develop skills within a research laboratory setting. Students will have a chance to become familiar with good lab practices, develop critical thinking, evaluation and troubleshooting skills, while applying their knowledge to practical research questions. Completion of this course requires a written report of the project and a presentation to an examining committee. Restricted to Pharmacology Specialization students or Honor students in Stream B in the fourth year of their program. Registration must be approved by the Department of Pharmacology. Please contact the course coordinator for registration in the course.",,
PMCOL 403,"This course is designed to allow students to explore current topics and issues in pharmacology via projects such as critical literature reviews, simulated grant applications, community outreach and service projects. Before registration students must secure a supervisor from the Department of Pharmacology who will guide them through the course. Supervision by Professors from other Departments may be possible, provided that a sponsor from the Department of Pharmacology is identified and the project is relevant to the discipline of Pharmacology. Successful completion of a written report and a presentation is required at the conclusion of the project. Restricted to Pharmacology Specialization students or Honor students in Stream B in the fourth year of their program. Honors students in Stream B should consider enrolling in this course if they wish to focus within a singular Pharmacology topic but without the hands-on/lab experience. Prerequisites: PMCOL 303, PMCOL 306, PMCOL 343, PMCOL 344 or consent of instructor. Please contact the course coordinator for registration in the course.","['PMCOL 303', 'PMCOL 306', 'PMCOL 343', 'PMCOL 344']",
PMCOL 404,"Topics will include the drug discovery process, advanced concepts in pharmacodynamics and pharmacokinetics, the use of animal models of disease by the pharmaceutical industry, and therapeutic drug monitoring. Prerequisites: PMCOL 343 and PMCOL 344. In the case of over subscription, preference will be given to students in the Pharmacology Specialization or Honors Programs.","['PMCOL 343', 'PMCOL 344']",
PMCOL 406,"This course will present an overview of structure-based drug design, and delve into the molecular and structural factors that underlie drug affinity and efficacy. Concepts will be exemplified using receptor, ion channel, transporter, enzyme, and other protein families that represent important drug targets. Part of the course will be structured around the critical analysis of primary literature on related topics. Students will also have an opportunity to explore protein-drug interactions using molecular viewing software. Prerequisites: PMCOL 343, PMCOL 344, and PMCOL 306, BIOCH 320, or consent of Department.","['PMCOL 343', 'PMCOL 344', 'PMCOL 306', 'BIOCH 320']",
PMCOL 408,"This course will provide an overview of the pharmacotherapy of selected clinical conditions of interest, and the factors (e.g. age, weight, pregnancy, co-morbidities) than influence the clinical use of drugs. Assessment of clinical trials and clinical case reports will also be discussed. Prerequisites: PMCOL 343, PMCOL 344. or consent of the Department.","['PMCOL 343', 'PMCOL 344']",
PMCOL 410,"Pharmacogenomics is the study of how human genetic variation impacts drug response. The impact of genetic variability on the pharmacokinetics and pharmacodynamics of drugs will be discussed. Students will evaluate current literature in pharmacogenomics, and discuss clinical and societal issues in the implementation of pharmacogenomics in the therapeutic use of drugs. Prerequisites: PMCOL 343, PMCOL 344, and PMCOL 306, or consent of Department.","['PMCOL 343', 'PMCOL 344', 'PMCOL 306']",
